id,powerID,name,description,rarity,image
Addon_DreamInducer_CatBlock,Item_Slasher_DreamInducer,Cat Block,"A white and purple wooden block depicting a sleeping cat and the letter ""C"".<br><br>Triggering <b>Dream Snares</b> or <b>Dream Pallets</b> inflicts <b>Hemorrhage</b> for <b>60 seconds</b>.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.",Uncommon,images/ItemAddons/England/iconAddon_catBlock.png
Addon_DreamInducer_ClassPhoto,Item_Slasher_DreamInducer,Class Photo,A large photograph taken at Badham preschool showing the cheerful class of 94-95.<br><br>Channeling <b>Dream Projection</b> can no longer be cancelled.All generators will spew blood while <b>The Nightmare</b> channels <b>Dream Projection</b>.<b>The Nightmare</b>'s projection will not appear when using <b>Dream Projection.</b>,Very Rare,images/ItemAddons/England/iconAddon_classPhoto.png
Addon_DreamInducer_GardenRake,Item_Slasher_DreamInducer,Garden Rake,"A small claw rake, a must have tool for any accomplished gardener.<br><br>Replaces <b>Dream Snares</b> with <b>Dream Pallets</b>.Grants <b>7</b> Dream Tokens.",Common,images/ItemAddons/England/iconAddon_gardenRake.png
Addon_DreamInducer_GreenDress,Item_Slasher_DreamInducer,Green Dress,A little girl's green dress with a silky white ribbon.<br><br>While Survivors are in the Dream World:<br><br><b>Increases</b> healing and repair skill check penalties by <b>4%</b>.Failing a healing or repair skill check reveals the Survivor's aura for <b>3 seconds</b>.,Uncommon,images/ItemAddons/England/iconAddon_greenDress.png
Addon_DreamInducer_JumpRope,Item_Slasher_DreamInducer,Jump Rope,"A long double dutch jump rope, stained with many years of use.<br><br>While Survivors are in the Dream World:<br><br>The sounds of their grunts of pain are <b>50% louder</b>.",Rare,images/ItemAddons/England/iconAddon_jumpRope.png
Addon_DreamInducer_KidsDrawing,Item_Slasher_DreamInducer,Kid's Drawing,An unattributed drawing clearly crafted by a young child.<b>Decreases</b> the speed penalty inflicted by <b>Dream Snares</b> to <b>5%</b>.Grants <b>200</b> bonus Devious Bloodpoints when a Survivor triggers a <b>Dream Snare</b>.,Common,images/ItemAddons/England/iconAddon_kidsDrawing.png
Addon_DreamInducer_NancysMasterpiece,Item_Slasher_DreamInducer,Nancy's Masterpiece,"A painting of a character, made by Nancy Holbrook at Badham and kept as a treasured memory.<br><br><b>Decreases Dream Projection</b> cooldown by <b>3%</b> for each Survivor in the Dream World.",Rare,images/ItemAddons/England/iconAddon_nancysMasterpiece.png
Addon_DreamInducer_NancysSketch,Item_Slasher_DreamInducer,Nancy's Sketch,"A crude and bold sketch made with fusain, signed Nancy H.<br><br><b>Decreases Dream Projection</b> cooldown by <b>2%</b> for each Survivor in the Dream World.",Uncommon,images/ItemAddons/England/iconAddon_nancysSketch.png
Addon_DreamInducer_PaintThinner,Item_Slasher_DreamInducer,Paint Thinner,A tin of a highly volatile and inflammable material.<br><br>Replaces <b>Dream Snares</b> with <b>Dream Pallets</b>.Grants <b>7</b> Dream Tokens.Survivors who trigger a <b>Dream Pallet</b> have their auras revealed for <b>6 seconds</b>.,Rare,images/ItemAddons/England/iconAddon_paintThinner.png
Addon_DreamInducer_PillBottle,Item_Slasher_DreamInducer,Pill Bottle,An empty pill bottle which once contained a medicine called Zoneral.<br><br>Survivors will see <b>The Nightmare</b> intermittently at a reduced distance of <b>12 meters</b> to <b>24 meters</b>.<b>The Nightmare</b> is invisible to Survivors beyond <b>24 meters</b>.<b>The Nightmare</b> is invisible to awake Survivors while carrying a Survivor.,Very Rare,images/ItemAddons/England/iconAddon_pillBottle.png
Addon_DreamInducer_PrototypeClaws,Item_Slasher_DreamInducer,Prototype Claws,A homemade tool to facilitate bush trimming.<br><br>Replaces <b>Dream Snares</b> with <b>Dream Pallets</b>.Grants <b>7</b> Dream Tokens.Survivors who trigger a <b>Dream Pallet</b> have their auras revealed for <b>4 seconds</b>.,Uncommon,images/ItemAddons/England/iconAddon_prototypeClaw.png
Addon_DreamInducer_RedPaintBrush,Item_Slasher_DreamInducer,Red Paint Brush,"A large paint brush, wet with crimson paint.All Survivors start the trial in the Dream World.Failed Skill Checks do not wake up Survivors in the Dream World.",Ultra Rare,images/ItemAddons/England/iconAddon_redPaintBrush.png
Addon_DreamInducer_Rope,Item_Slasher_DreamInducer,Outdoor Rope,"Sturdy outdoor rope, handy to tie up anything.<br><br>While Survivors are in the Dream World:<br><br>The sounds of their generator repairs can be heard from <b>8 meters</b> further away.",Uncommon,images/ItemAddons/England/iconAddon_outdoorRope.png
Addon_DreamInducer_SheepBlock,Item_Slasher_DreamInducer,Sheep Block,"A white and blue wooden block depicting two wooly lamb grazing and the letter ""S"".Triggering <b>Dream Snares</b> or <b>Dream Pallets</b> inflicts <b>Blindness</b> for <b>30 seconds</b>.<br><br>Blindness prevents Survivors from seeing auras.",Common,images/ItemAddons/England/iconAddon_sheepBlock.png
Addon_DreamInducer_SwingChains,Item_Slasher_DreamInducer,Swing Chains,Rusty but sturdy chains used to securely attach a swing seat.<br><br>While Survivors are in the Dream World:<br><br>The sounds of their footsteps are <b>50% louder</b>.,Very Rare,images/ItemAddons/England/iconAddon_swingChains.png
Addon_DreamInducer_UnicornBlock,Item_Slasher_DreamInducer,Unicorn Block,"A white and red wooden block depicting a prancing unicorn and the letter ""U"".Triggering <b>Dream Snares</b> or <b>Dream Pallets</b> inflicts <b>Blindness</b> for <b>60 seconds</b>.<br><br>Blindness prevents survivors from seeing auras.",Rare,images/ItemAddons/England/iconAddon_unicornBlock.png
Addon_DreamInducer_WoolShirt,Item_Slasher_DreamInducer,Wool Shirt,"A small boy's orange and yellow striped shirt. Identified with a sewn name tag to ""Jesse"".<br><br>While Survivors are in the Dream World:<b>Increases</b> healing or repair skill check penalties by <b>4%</b>.",Common,images/ItemAddons/England/iconAddon_woolShirt.png
Addon_DreamInducer_ZBlock,Item_Slasher_DreamInducer,"""Z"" Block","A deeply scratched and burnt wooden block which only recognizable feature is the letter ""Z"".<br><br>Triggering <b>Dream Snares</b> or <b>Dream Pallets</b> inflicts <b>Hemorrhage</b> for <b>90 seconds</b>.An affected Survivor will leave blood trails even if healthy.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.",Very Rare,images/ItemAddons/England/iconAddon_zBlock.png
ADDON_Frenzy_ColdDirt,Item_Slasher_Frenzy,BFFs,"An unnaturally cold silver necklace split into four, one for each best friend.<br><br>Earn tokens for hitting Survivors during <b>Feral Frenzy</b>:Second chained hit: <b>2 tokens</b>Third chained hit: <b>3 tokens</b>Fourth chained hit: <b>4 tokens</b>Fifth chained hit: <b>5 tokens</b>Once the gates are powered, if <b>15 or more tokens</b> have been collected, gain a <b>4%</b> movement speed boost when not using <b>Feral Frenzy</b>.",Very Rare,images/ItemAddons/Kenya/iconAddon_coldDirt.png
ADDON_Frenzy_DefacedSmileyPin,Item_Slasher_Frenzy,Defaced Smiley Pin,A once friendly-looking bright yellow button of a defaced smiley. A signature icon of The Legion.<br><br>Survivors who self-mend a Deep Wound from <b>Feral Frenzy</b> are inflicted with <b>Mangled</b>.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.,Uncommon,images/ItemAddons/Kenya/iconAddon_defacedSmileyButton.png
ADDON_Frenzy_EtchedRuler,Item_Slasher_Frenzy,Etched Ruler,A wooden ruler deeply etched with the names of enemies.<br><br>Survivors hit by a <i>Feral Slash</i> are inflicted with <b>Oblivious</b> for <b>60 seconds</b>.<br><br>Oblivious prevents Survivors from hearing or being affected by the Killer's Terror Radius.,Uncommon,images/ItemAddons/Kenya/iconAddon_etchedRuler.png
ADDON_Frenzy_FilthyBlade,Item_Slasher_Frenzy,Filthy Blade,This blade is stained with foul spots of blood and grime that make injuries particularly difficult to mend.<br><br><b>Increases</b> time required for Survivors to mend by <b>4 seconds</b>.,Very Rare,images/ItemAddons/Kenya/iconAddon_filthyBlade.png
ADDON_Frenzy_FranksMixTape,Item_Slasher_Frenzy,Frank's Mix Tape,Never go on a kill mission without your tunes. A track list of massive distortion and loud percussion that stabs at your eardrums.<br><br>While using <b>Feral Frenzy</b>:Damaging generators is <b>20% faster</b>.Breaking walls is <b>30% faster</b>.The Power gauge pauses while damaging a generator or breaking a wall.,Very Rare,images/ItemAddons/Kenya/iconAddon_franksMixtape.png
ADDON_Frenzy_FriendshipBracelet,Item_Slasher_Frenzy,Friendship Bracelet,"A wide gray and red braided rope bracelet. The inscription ""F J S J"" can be seen, crudely written in bold black ink.<br><br><b>Increases</b> duration of lunges during <b>Feral Frenzy</b> by <b>0.3 seconds</b>.",Common,images/ItemAddons/Kenya/iconAddon_friendshipBracelet.png
ADDON_Frenzy_FumingMixTape,Item_Slasher_Frenzy,Fuming Mix Tape,"Dark beats, violent shreds and unfathomable sounds from another world fill the mind with a vibrating sixth sense.<br><br>While using <b>Feral Frenzy</b>:The repair progress of generators can be determined by the intensity of their auras.Generators not being worked on regress.",Ultra Rare,images/ItemAddons/Kenya/iconAddon_fumingMixtape.png
ADDON_Frenzy_IridescentButton,Item_Slasher_Frenzy,Iridescent Button,"A glass-like button molded from The Fog that captures The Legion’s likeness. The surface is warm and reverberating with The Entity's power.<br><br>During <b>Feral Frenzy</b>, any pallets you vault are immediately broken.",Ultra Rare,images/ItemAddons/Kenya/iconAddon_iridescentButton.png
ADDON_Frenzy_JoeysMixTape,Item_Slasher_Frenzy,Joey's Mix Tape,"A mix of bangin' tracks and slammin' beats for when life's a bitch.<br><br>Survivors who self-mend a Deep Wound from <b>Feral Frenzy</b> are inflicted with <b>Hemorrhage</b> until fully healed.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.",Rare,images/ItemAddons/Kenya/iconAddon_joeysMixtape.png
ADDON_Frenzy_JuliesMixTape,Item_Slasher_Frenzy,Julie's Mix Tape,"A dark mix tape made out from mainly power ballads and gloomy rock.If <b>The Legion</b> is stunned while in <b>Feral Frenzy</b>, the power gauge refills once the duration of the stun ends.",Uncommon,images/ItemAddons/Kenya/iconAddon_juliesMixtape.png
ADDON_Frenzy_MischiefList,Item_Slasher_Frenzy,Mischief List,A list of mischievous missions to accomplish; memento of brighter days.<br><br><b>Increases</b> the duration of <b>Feral Frenzy</b> by <b>2 seconds</b>.,Common,images/ItemAddons/Kenya/iconAddon_mischiefList.png
ADDON_Frenzy_MuralSketch,Item_Slasher_Frenzy,Mural Sketch,A rough sketch of The Legion mural torn from a notebook.<br><br><b>Increases</b> speed bonus per hit during <b>Feral Frenzy</b> to <b>0.3 m/s</b>.,Uncommon,images/ItemAddons/Kenya/iconAddon_muralSketch.png
ADDON_Frenzy_NastyBlade,Item_Slasher_Frenzy,Stylish Sunglasses,Oval-shaped sunglasses that exude poise and cool. Their color tinted lenses add an understated appeal.<br><br>Shows the auras of Survivors who are mending within a <b>24-meter radius</b>.,Rare,images/ItemAddons/Kenya/iconAddon_nastyBlade.png
ADDON_Frenzy_NeverSleepPills,Item_Slasher_Frenzy,Never-Sleep Pills,Highly caffeinated tablets to make you extra sharp for exams or other draining activities.<br><br>The Legion's base move speed during <b>Feral Frenzy</b> is <b>4.6 m/s</b>.<b>Increases</b> the duration of <b>Feral Frenzy</b> by <b>10 seconds</b>.Gain <b>100</b> to <b>500 bonus Bloodpoints</b> for each successive hit on a Survivor during <b>Feral Frenzy</b>.,Uncommon,images/ItemAddons/Kenya/iconAddon_neverSleepPills.png
ADDON_Frenzy_ScratchedRuler,Item_Slasher_Frenzy,Scratched Ruler,A wooden ruler deeply scratched with hash marks.<br><br><b>Decreases Feral Frenzy</b> recharge time by <b>5 seconds</b>.,Common,images/ItemAddons/Kenya/iconAddon_scratchedRuler.png
ADDON_Frenzy_SmileyFacePin,Item_Slasher_Frenzy,Smiley Face Pin,A friendly-looking bright yellow button used as a sarcastic statement.<br><br>Survivors who self-mend a Deep Wound from <b>Feral Frenzy</b> are inflicted with <b>Blindness</b> for <b>60 seconds</b>.<br><br>Blindness prevents Survivors from seeing auras.,Common,images/ItemAddons/Kenya/iconAddon_smileyFaceButton.png
ADDON_Frenzy_StabWoundsStudy,Item_Slasher_Frenzy,Stab Wounds Study,A printed medical article stolen from Ormond's public library vulgarizing a study on lesions and stab wounds.<br><br>The auras of Survivors who self-mend a Deep Wound from <b>Feral Frenzy</b> are shown for <b>4 seconds</b> afterward.<br><br>Deep Wound will put a Survivor in the dying state unless it is mended before the timer runs out.,Very Rare,images/ItemAddons/Kenya/iconAddon_stabWoundsStudy.png
ADDON_Frenzy_StolenSketchBook,Item_Slasher_Frenzy,Stolen Sketch Book,"A sketch book with imaginative and evocative, if not slightly bizarre, sketches.<br><br>During <b>Feral Frenzy</b>, from the second chained hit onward, hit survivors drop their item.",Rare,images/ItemAddons/Kenya/iconAddon_stolenSketchbook.png
ADDON_Frenzy_SusiesMixTape,Item_Slasher_Frenzy,Susie's Mix Tape,A thrilling mix tape with energizing songs and intricate guitar riffs.<b>Increases</b> Killer Instinct detection range by <b>20 meters</b>.,Rare,images/ItemAddons/Kenya/iconAddon_suziesMixtape.png
ADDON_Frenzy_TheLegionPin,Item_Slasher_Frenzy,The Legion Pin,A handmade button with the face of The Legion. To use exclusively on intimidation dares.<br><br>Survivors who self-mend a Deep Wound from <b>Feral Frenzy</b> are inflicted with <b>Broken</b> for <b>60 seconds</b>.<br><br>Broken prevents Survivors from being healed.,Rare,images/ItemAddons/Kenya/iconAddon_theLegionButton.png
Addon_GasBomb,Item_Slasher_GasBomb,VHS Porn,An all time classic. You won't see things quite the same again.<br><br>Makes <b>Afterpiece Tonic</b> clouds yellow.Makes <b>Afterpiece Antidote</b> clouds purple.,Common,images/ItemAddons/Guam/iconAddon_vhsPorn.png
Addon_GasBomb_01,Item_Slasher_GasBomb,Robin Feather,"A warm orange feather, soft to the touch.<br><br><b>Decreases</b> bottle throw cooldown by <b>40%</b>.",Common,images/ItemAddons/Guam/iconAddon_robinFeather.png
Addon_GasBomb_02,Item_Slasher_GasBomb,Party Bottle,"Be the life of the party!<br><br><b>Party Bottles</b> emit confetti when they break, in addition to their usual gas effect.Hitting a Survivor directly with a <b>Party Bottle</b> interrupts actions as usual, and awards <b>100 Devious Bloodpoints</b>.",Common,images/ItemAddons/Guam/iconAddon_partyBottle.png
Addon_GasBomb_03,Item_Slasher_GasBomb,Smelly Inner Soles,A moldy inner sole which gives much comfort to tired feet.<br><br><b>Increases</b> movement speed while reloading bottles by <b>66%</b>.,Rare,images/ItemAddons/Guam/iconAddon_smellyInnerSoles.png
Addon_GasBomb_04,Item_Slasher_GasBomb,Fingerless Parade Gloves,Part of the standard Clown apparel; the cut fingers allow for dexterous manipulations.<br><br><b>Increases</b> bottle throw speed by <b>25%</b>.<b>Decreases</b> bottle throw angle by <b>15 degrees</b>.,Common,images/ItemAddons/Guam/iconAddon_fingerlessParadeGloves.png
Addon_GasBomb_05,Item_Slasher_GasBomb,Thick Cork Stopper,"A sturdy cork, fitting The Afterpiece Tonic bottles perfectly.<br><br><b>Decreases</b> reload time by <b>0.5 seconds</b>.",Uncommon,images/ItemAddons/Guam/iconAddon_thickCorkStopper.png
Addon_GasBomb_06,Item_Slasher_GasBomb,Solvent Jug,"A volatile chemical compound that irritates the respiratory tract, but increases absorption of The Afterpiece Antidote.<br><br><b>Increases</b> duration of Invigoration by <b>1 seconds</b>.",Uncommon,images/ItemAddons/Guam/iconAddon_solventJug.png
Addon_GasBomb_07,Item_Slasher_GasBomb,Kerosene Can,A thin and clear combustible liquid which numbs the mind when inhaled.<br><br>Intoxication inflicts <b>Blindness</b> for <b>30 seconds</b>.<br><br>Blindness prevents Survivors from seeing auras.,Uncommon,images/ItemAddons/Guam/iconAddon_keroseneCan.png
Addon_GasBomb_08,Item_Slasher_GasBomb,Sticky Soda Bottle,"An empty bottle, sticky with dried sugar and blood.<br><br>Start with <b>1 extra</b> bottle. <b>Increases</b> maximum carried bottles amount by <b>1</b>.",Uncommon,images/ItemAddons/Guam/iconAddon_stickySodaBottle.png
