id,survivorID,killerID,outfitID,name,description,role,type,collection,rarity,purchasable,image
BE_W008,,268435463,Bear_outfit_008,Boar Battle Axe,"A ragged battle axe strapped with a boar’s sharp canines, powerful tusks, and hard hoofed toes.",Killer,Weapon,Moonrise,Special Event,0,images/Customization/Huntress/BE_W008.png
BE_W009,,268435463,BE_outfit_009,Handmade Hunting Axe,"It may be handmade, but it is perfectly balanced and razor-sharp. Good for hunting all manner of game.",Killer,Weapon,Lost Tribe,Very Rare,1,images/Customization/Huntress/BE_W009.png
BE_W010,,268435463,BE_outfit_010,Birch Hatchet,"She bound animal parts to her hatchets, smeared with sacrificial blood.",Killer,Weapon,Winter Tales,Very Rare,0,images/Customization/Huntress/BE_W010.png
BE_W011,,268435463,BE_outfit_011,Battle Tested Hatchet,"A weapon that's proven itself in the chaos of war, this hatchet holds the dog tag of its deceased owner around its hilt.",Killer,Weapon,Escalation,Very Rare,1,images/Customization/Huntress/BE_W011.png
BE_W012,,268435463,BE_outfit_012,Insatiable Hunger,She dipped the flesh-adorned weapon into the blood of those who did not respect the Mordeo’s ritual.,Killer,Weapon,The Crypt Tv,Legendary,1,images/Customization/Huntress/BE_W012.png
BE_W013,,268435463,BE_outfit_013,Cooked Steel,"The heat of the flames deformed the steel head, giving it an unsettling, mottled look.",Killer,Weapon,Grim Resolutions,Rare,1,images/Customization/Huntress/BE_W013.png
BE_W014,,268435463,BE_outfit_014,Sadistic Hatchet,"The harrowing, artful blade she used to extract judgment.",Killer,Weapon,Modern Tales,Ultra Rare,1,images/Customization/Huntress/BE_W014.png
BE_W016,,268435463,,Holiday Surprise,A perfect gift to throw at survivors during the holiday season.,Killer,Weapon,Bone Chill,Special Event,0,images/Customization/Huntress/BE_W016.png
BE_W017,,268435463,BE_outfit_017,Shell Axe,"A primitive weapon used to cut wood and, in her case, people's heads.",Killer,Weapon,Hooked On You Collection,Very Rare,1,images/Customization/Huntress/BE_W017.png
BE_W018,,268435463,BE_outfit_018,Wrought Iron Axe,"An axe permeated with old, gloomy stories about the Red Forest.",Killer,Weapon,Of Blood And Rust Collection,Rare,0,images/Customization/Huntress/BE_W018.png
BE_W018_01,,268435463,BE_outfit_018_01,Wrought Iron Axe (Deep Rift),"An axe permeated with old, gloomy stories about the Lost Realms.",Killer,Weapon,Deep Rift Collection,Rare,0,images/Customization/Huntress/BE_W018_01.png
BE_W02,,268435463,Bear_outfit_001,Northern Broad Axe,,Killer,Weapon,Koshka,Rare,1,images/Customization/Huntress/BE_W02.png
BE_W02_01,,268435463,,Wrapped Broad Axe,,Killer,Weapon,Koshka,Rare,1,images/Customization/Huntress/BE_W02_01.png
BE_W02_03,,268435463,,Rustic Broad Axe,,Killer,Weapon,Koshka,Rare,1,images/Customization/Huntress/BE_W02_03.png
BE_W03,,268435463,Bear_outfit_002,Grim War Axe,,Killer,Weapon,Medveditsa,Very Rare,1,images/Customization/Huntress/BE_W03.png
BE_W03_01,,268435463,,Sharpened War Axe,,Killer,Weapon,Medveditsa,Very Rare,1,images/Customization/Huntress/BE_W03_01.png
BE_W03_02,,268435463,,Muddied War Axe,,Killer,Weapon,Medveditsa,Very Rare,1,images/Customization/Huntress/BE_W03_02.png
BE_W04_01,,268435463,BE_outfit_04_01,Savage Battle Axe,"A barbarous instrument of death, used primarily to remove limbs and inflict bodily harm.",Killer,Weapon,Medveditsa,Very Rare,0,images/Customization/Huntress/BE_W04_01.png
BO_Head007,7,,BO_outfit007,Shades Up,"The future wasn't looking so bright, so the sunglasses were optional.",Survivor,Head,Forsaken,Very Rare,1,images/Customization/Bill/BO_Head007.png
BO_Legs007,7,,BO_outfit007,Bust Ups,Long past the expiry date and still kicking ass.,Survivor,Legs,Forsaken,Very Rare,1,images/Customization/Bill/BO_Legs007.png
BO_Torso006,7,,,Merry Sacrifice,Playing the hero had a cost. Wearing this ugly sweater was part of it.,Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/Bill/BO_Torso006.png
BO_Torso007,7,,BO_outfit007,Gut Topper,"It was a well-made uniform, but it would never be the same again after this battle.",Survivor,Torso,Forsaken,Very Rare,1,images/Customization/Bill/BO_Torso007.png
CA_Body006,,268435464,CA_outfit_006,Homemaker’s Apron,An extra-large apron for helping around the kitchen and cleaning whatever blood may spill.,Killer,Body,Texas Chainsaw Massacre,Very Rare,1,images/Customization/Leatherface/CA_Body006.png
CA_Body007,,268435464,CA_outfit_007,Black Suit,"A formal, dining dress suit lightly splashed with blood.",Killer,Body,Fine Dining,Very Rare,1,images/Customization/Leatherface/CA_Body007.png
CA_Head006,,268435464,CA_outfit_006,Lady of Leather,"An older woman's flayed face and scalp, lovingly cured into a kindly mask of domestic bliss.",Killer,Head,Texas Chainsaw Massacre,Very Rare,1,images/Customization/Leatherface/CA_Head006.png
CA_Head007,,268435464,CA_outfit_007,Makeup Mask,"While the face is colored with white concealer, blue eyeshadow, and red lipstick, nothing can conceal the darkness that lies underneath.",Killer,Head,Fine Dining,Very Rare,1,images/Customization/Leatherface/CA_Head007.png
CA_W006,,268435464,CA_outfit_006,Dinner Smasher,A brutal chunk of wood for when your meal's on the run.,Killer,Weapon,Texas Chainsaw Massacre,Very Rare,1,images/Customization/Leatherface/CA_W006.png
CA_W007,,268435464,CA_outfit_007,Sturdy Hammer,"A robust hammer with a sturdy grip, ideal to crack skulls.",Killer,Weapon,Fine Dining,Very Rare,1,images/Customization/Leatherface/CA_W007.png
CM_Head001,2,,Claudette_outfit_003,Blueberry Glasses,,Survivor,Head,Shrub Scholar,Rare,1,images/Customization/Claudette/CM_Head001.png
CM_Head001_01,2,,Claudette_outfit_001,Large Raisin Glasses,,Survivor,Head,Shrub Scholar,Rare,1,images/Customization/Claudette/CM_Head001_01.png
CM_Head001_02,2,,Claudette_outfit_002,Large Walnut Glasses,With the perfect tropical flower fascinator accompaniment.,Survivor,Head,Shrub Scholar,Rare,1,images/Customization/Claudette/CM_Head001_02.png
CM_Head001_03,2,,,Tinted Walnut Glasses,"A cute haircut and even cuter glasses. Helps with researching, looking super intelligent, and being able to see clearly.",Survivor,Head,,Rare,0,images/Customization/Claudette/CM_Head001_03.png
CM_Head002,2,,Claudette_outfit_004,Blind Tiger Glasses,Funky dreadlocks and cobalt blue glasses for every occasion.,Survivor,Head,Night Out,Uncommon,1,images/Customization/Claudette/CM_Head002.png
CM_Head002_01,2,,Claudette_outfit_006,High-pitched Dreads,Funky dreadlocks for every occasion.,Survivor,Head,Night Out,Uncommon,1,images/Customization/Claudette/CM_Head002_01.png
CM_Head003,2,,Claudette_outfit_007,Glorious Black Waves,"Blue glasses, not just for the library!",Survivor,Head,Elegant Flower,Rare,1,images/Customization/Claudette/CM_Head003.png
CM_Head003_01,2,,Claudette_outfit_008,Burgundy Waves,,Survivor,Head,Elegant Flower,Rare,1,images/Customization/Claudette/CM_Head003_01.png
CM_Head003_02,2,,Claudette_outfit_009,Wild Violet Waves,,Survivor,Head,Elegant Flower,Rare,1,images/Customization/Claudette/CM_Head003_02.png
CM_Head006,2,,Claudette_outfit_018,Dressy High Bun,,Survivor,Head,Grim Matsuri,Very Rare,1,images/Customization/Claudette/CM_Head006.png
CM_Head007,2,,Claudette_outfit_019,Woven Crown Braid,,Survivor,Head,Hallowed Blight,Special Event,1,images/Customization/Claudette/CM_Head007.png
CM_Head009,2,,Claudette_outfit_009_01,Patrol Cap,"With the peak pulled down and the glasses on, you can blend into any situation.",Survivor,Head,Mean Streets,Very Rare,1,images/Customization/Claudette/CM_Head009.png
CM_Head009_01,2,,CM_outfit_009_01,Pink Porkpie,"While fashionable, this hat does little to block the sun. That’s where the shades come in.",Survivor,Head,Spring Ensembles,Very Rare,0,images/Customization/Claudette/CM_Head009_01.png
CM_Head010,2,,Claudette_outfit_010_01,Side-parted Curls,"A classic, natural hairstyle, matched with elegant eye shadow. It's your time to shine!",Survivor,Head,Gold & Silk,Very Rare,1,images/Customization/Claudette/CM_Head010.png
CM_Head010_01,2,,CM_outfit_010_01,Curls & Glow,"A classic, natural hairstyle, matched with elegant eye shadow. It's your time to shine!",Survivor,Head,Gold & Silk,Very Rare,1,images/Customization/Claudette/CM_Head010_01.png
CM_Head011,2,,CM_outfit_011,First Impression,A professional pair of glasses to start her first day with confidence.,Survivor,Head,Monday Morning,Very Rare,1,images/Customization/Claudette/CM_Head011.png
CM_Head012,2,,CM_outfit_012,Tropical Dreads,Side-parted hairstyle that's impossibly both elegant and casual.,Survivor,Head,Waterfront Massacre,Very Rare,1,images/Customization/Claudette/CM_Head012.png
CM_Head013,2,,CM_outfit_013,Braided High Bun,"She pampered herself for the occasion, eager to discuss her role at the Montreal Metropolitan Science Center as the leader of its emerging tutoring program.",Survivor,Head,New Year Celebration,Very Rare,1,images/Customization/Claudette/CM_Head013.png
CM_Head013_01,2,,,Triangular Glasses,A new pair of glasses purchased online to complete her look.,Survivor,Head,Moonlight Burrow,Special Event,0,images/Customization/Claudette/CM_Head013_01.png
CM_Head014,2,,CM_outfit_014,Canuck Beanie,"She was used to the cold, but today was colder than usual. She felt the chill settle in her bones, despite her best efforts to keep warm.",Survivor,Head,Log Cabin,Very Rare,1,images/Customization/Claudette/CM_Head014.png
CM_Head015,2,,CM_outfit_015,Natural Cool,Stunning all-natural curls complemented with colored shades.,Survivor,Head,Community,Very Rare,1,images/Customization/Claudette/CM_Head015.png
CM_Head016,2,,CM_outfit_016,Holly Jolly Beanie,"Given that Claudette is from Canada, she would have called this the Holly Jolly Toque.",Survivor,Head,Holiday Horror,Very Rare,0,images/Customization/Claudette/CM_Head016.png
CM_Head017,2,,CM_outfit_017,Ushanka Embrace,A faux-fur cap that’s based on a Russian design.,Survivor,Head,Deep Freeze,Rare,0,images/Customization/Claudette/CM_Head017.png
CM_Head019,2,,CM_outfit_019,Curly Afro & Faux Bangs,"A lush afro with faux bangs displaying her beautiful, natural hair.",Survivor,Head,Cats & Dogs,Very Rare,1,images/Customization/Claudette/CM_Head019.png
CM_Head01_02,2,,CM_outfit_01_02,Winter Toque,"Winters in Montréal can be brutal, but with this warm beret your ears will stay toasty even after a whole day of outdoor research!",Survivor,Head,Winter Chill,Rare,0,images/Customization/Claudette/CM_Head01_02.png
CM_Head01_4A,2,,,Crown of The Entity,A crown emanating a festive and ominous aura created by The Entity’s biggest fan.,Survivor,Head,Birthday Crown,Special Event,0,images/Customization/Claudette/CM_Head01_4A.png
CM_Head01_5A,2,,,5th Anniversary Crown,A crown crafted for a very special anniversary.,Survivor,Head,5Th Anniversary,Special Event,0,images/Customization/Claudette/CM_Head01_5A.png
CM_Head01_CV01,2,,Claudette_outfit_011,Woolen Beret (Blue-Gray),,Survivor,Head,Claudette Essentials,Common,1,images/Customization/Claudette/CM_Head01_CV01.png
CM_Head01_CV02,2,,Claudette_outfit_012,Woolen Beret (Dark Orange),,Survivor,Head,Claudette Essentials,Common,1,images/Customization/Claudette/CM_Head01_CV02.png
CM_Head01_CV03,2,,Claudette_outfit_013,Woolen Beret (Brown),,Survivor,Head,Claudette Essentials,Common,1,images/Customization/Claudette/CM_Head01_CV03.png
CM_Head01_CV04,2,,Claudette_outfit_014,Woolen Beret (Charcoal),,Survivor,Head,Claudette Essentials,Common,1,images/Customization/Claudette/CM_Head01_CV04.png
CM_Head01_CV06,2,,Claudette_outfit_016,Woolen Beret (Light Gray),,Survivor,Head,Claudette Essentials,Common,1,images/Customization/Claudette/CM_Head01_CV06.png
CM_Head01_CV08,2,,CM_outfit_01_CV08,Woolen Beret (4th Anniversary),Make this familiar beret your choice of outdoor headgear.,Survivor,Head,Claudette Essentials,Common,0,images/Customization/Claudette/CM_Head01_CV08.png
CM_Head020,2,,CM_outfit_020,Afro Puffs & Goggles,"She pulled her hair up into two big buns, just as her mother taught her.",Survivor,Head,Science Girl Collection,Rare,0,images/Customization/Claudette/CM_Head020.png
CM_Head021,2,,CM_outfit_021,Floral Bandana,A dazzling headwrap adorned with an adorable flower.,Survivor,Head,Hooked On You Collection,Very Rare,1,images/Customization/Claudette/CM_Head021.png
CM_Head022,2,,CM_outfit_022,Merovingian braid,She had always been good at making her own salves and ointments from plants. She used it for her hair as much as for her wounds.,Survivor,Head,Of Blood And Rust Collection,Very Rare,0,images/Customization/Claudette/CM_Head022.png
CM_Head022_01,2,,CM_outfit_022_01,Merovingian Braid (Deep Rift),She had always been good at making her own salves and ointments from plants. She used the strange growths in The Entity’s Realm for her hair as much as for her wounds.,Survivor,Head,Deep Rift Collection,Very Rare,0,images/Customization/Claudette/CM_Head022_01.png
CM_Head02_Jendenise,2,,,The Jenpai hat,"A unique hat for Claudette, created for Jendenise",Survivor,Head,,Uncommon,0,images/Customization/CharityChest/CM_Head02_Jendenise.png
CM_Head05,2,,,Golden Rings,A stunning look to show off your unique personality on camera. You are ready for your big break!,Survivor,Head,,Uncommon,0,images/Customization/L4D/CM_Head05.png
CM_Head06,2,,,Myopian Frohawk,A warrior's hairstyle to fight in the finals.,Survivor,Head,,Uncommon,0,images/Customization/HeadCase/CM_Head06.png
CM_Head07,2,,,Colorful Headscarf,A colorful scarf twisted and tied around a messy bun.,Survivor,Head,,Uncommon,0,images/Customization/HeadCase/CM_Head07.png
CM_Head08,2,,Claudette_outfit_010,Wayfairer Bandana,,Survivor,Head,Fog Travelers,Very Rare,1,images/Customization/Claudette/CM_Head08.png
CM_Legs001,2,,Claudette_outfit_003,Blackberry Skirt,#fullyimmersed,Survivor,Legs,Shrub Scholar,Rare,1,images/Customization/Claudette/CM_Legs001.png
CM_Legs001_01,2,,Claudette_outfit_001,Plum Skirt,,Survivor,Legs,Shrub Scholar,Rare,1,images/Customization/Claudette/CM_Legs001_01.png
CM_Legs001_02,2,,Claudette_outfit_002,Coconut Skirt,,Survivor,Legs,Shrub Scholar,Rare,1,images/Customization/Claudette/CM_Legs001_02.png
CM_Legs001_03,2,,,Blueberry Skirt,"Who's ready to have fun? This skirt, leggings, and over-the-knee suede boots will almost guarantee a fun evening of exotic plant watching.",Survivor,Legs,Shrub Scholar,Rare,0,images/Customization/Claudette/CM_Legs001_03.png
CM_Legs002,2,,Claudette_outfit_004,Bootleg High Waisted Leggings,,Survivor,Legs,Night Out,Uncommon,1,images/Customization/Claudette/CM_Legs002.png
CM_Legs002_02,2,,Claudette_outfit_006,Lyrical High Waisted Pants,,Survivor,Legs,Night Out,Uncommon,1,images/Customization/Claudette/CM_Legs002_02.png
CM_Legs003,2,,Claudette_outfit_007,Glorious Orange Skirt,,Survivor,Legs,Elegant Flower,Rare,1,images/Customization/Claudette/CM_Legs003.png
CM_Legs003_01,2,,Claudette_outfit_008,Burgundy Skirt,,Survivor,Legs,Elegant Flower,Rare,1,images/Customization/Claudette/CM_Legs003_01.png
CM_Legs003_02,2,,Claudette_outfit_009,Wild Tartan Skirt,,Survivor,Legs,Elegant Flower,Rare,1,images/Customization/Claudette/CM_Legs003_02.png
CM_Legs006,2,,Claudette_outfit_018,Shimmering Silk Trousers,,Survivor,Legs,Grim Matsuri,Very Rare,1,images/Customization/Claudette/CM_Legs006.png
CM_Legs007,2,,Claudette_outfit_019,Rough Undergarments,,Survivor,Legs,Hallowed Blight,Special Event,1,images/Customization/Claudette/CM_Legs007.png
CM_Legs009,2,,Claudette_outfit_009_01,Muddy Combat Boots,Who cares if your shoes are a little worn out? You like these boots. They’re comfy and reliable.,Survivor,Legs,Mean Streets,Very Rare,1,images/Customization/Claudette/CM_Legs009.png
CM_Legs009_01,2,,CM_outfit_009_01,Dusty Cutoffs,"It might be a little early in the season to break out the shorts, but with these heavy boots, at least her feet will be warm.",Survivor,Legs,Spring Ensembles,Very Rare,0,images/Customization/Claudette/CM_Legs009_01.png
CM_Legs010,2,,Claudette_outfit_010_01,White Heels,"They may not be practical, but scientists can let loose once in a while.",Survivor,Legs,Gold & Silk,Very Rare,1,images/Customization/Claudette/CM_Legs010.png
CM_Legs010_01,2,,CM_outfit_010_01,Gold Sandals,"They may not be practical, but scientists can let loose once in a while.",Survivor,Legs,Gold & Silk,Very Rare,1,images/Customization/Claudette/CM_Legs010_01.png
CM_Legs011,2,,CM_outfit_011,Functional Denims,Loose jeans with wide pockets and a utility belt to carry all her equipment around.,Survivor,Legs,Monday Morning,Very Rare,1,images/Customization/Claudette/CM_Legs011.png
CM_Legs012,2,,CM_outfit_012,Persian Buttercup Sarong,"A loose, silky sarong that dances in the wind.",Survivor,Legs,Waterfront Massacre,Very Rare,1,images/Customization/Claudette/CM_Legs012.png
CM_Legs013,2,,CM_outfit_013,Satin Skirt,She glided down the red carpet in her long skirt and smiled at the flashes of camera that captured this cold night.,Survivor,Legs,New Year Celebration,Very Rare,1,images/Customization/Claudette/CM_Legs013.png
CM_Legs014,2,,CM_outfit_014,Sturdy Jeans & Waterproof Boots,"While she tended to veer off path, she followed two simple rules. Keep an eye on the compass and keep your feet dry. She would always find her way back to the trail. Until one day, she didn't.",Survivor,Legs,Log Cabin,Very Rare,1,images/Customization/Claudette/CM_Legs014.png
CM_Legs015,2,,CM_outfit_015,Street Ready,Baggy sweatpants for ultimate movement and a pair of reliable canvas sneakers that are flexibly worn in.,Survivor,Legs,Community,Very Rare,1,images/Customization/Claudette/CM_Legs015.png
CM_Legs016,2,,CM_outfit_016,Elven Inspiration,Skirt and socks inspired by the fashion of Santa’s elves.,Survivor,Legs,Holiday Horror,Very Rare,0,images/Customization/Claudette/CM_Legs016.png
CM_Legs017,2,,CM_outfit_017,Snow Crunchers,Cozy pants paired with faux-fur lined boots that grip the slipperiest of ice.,Survivor,Legs,Deep Freeze,Rare,0,images/Customization/Claudette/CM_Legs017.png
